,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
2090,Feature,ak0172cndb69,0.6,"29 km SSE of Rampart, Alaska",1487616069619,1560871888489,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cndb69,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cndb69&format=geojson,,,,,reviewed,0,6,ak,0172cndb69,",ak15448240,ak0172cndb69,",",ak,ak,",",associate,origin,phase-data,",,,0.68,,ml,earthquake,"M 0.6 - 29 km SSE of Rampart, Alaska",Point,"[-149.9625, 65.2533, 10]"
2091,Feature,ak0172cndaww,1.6,"51 km WNW of Ninilchik, Alaska",1487616066244,1560871888056,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cndaww,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cndaww&format=geojson,,,,,reviewed,0,39,ak,0172cndaww,",ak15434428,ak0172cndaww,",",ak,ak,",",associate,origin,phase-data,",,,0.23,,ml,earthquake,"M 1.6 - 51 km WNW of Ninilchik, Alaska",Point,"[-152.5165, 60.2354, 100.4]"
2092,Feature,ak15315988,0.5,"30 km WNW of Minto, Alaska",1487616045411,1488584538401,,https://earthquake.usgs.gov/earthquakes/eventpage/ak15315988,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak15315988&format=geojson,,,,,reviewed,0,4,ak,15315988,",ak15315988,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 0.5 - 30 km WNW of Minto, Alaska",Point,"[-149.9603, 65.2413, 4.3]"
2093,Feature,ci37586415,0.6,"12km SE of Anza, CA",1487615517010,1494957760954,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37586415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37586415&format=geojson,,,,,reviewed,0,6,ci,37586415,",ci37586415,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",23.0,0.02701,0.11,120.0,ml,earthquake,"M 0.6 - 12km SE of Anza, CA",Point,"[-116.5703333, 33.4901667, 5.8]"
2094,Feature,uu60185357,1.76,"14 km WNW of Woodruff, Utah",1487615461760,1487872235650,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60185357,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60185357&format=geojson,,,,,reviewed,0,48,uu,60185357,",uu60185357,",",uu,",",origin,phase-data,",5.0,0.1704,0.22,285.0,ml,earthquake,"M 1.8 - 14 km WNW of Woodruff, Utah",Point,"[-111.3258333, 41.5638333, 13.37]"
2095,Feature,ak0172cnalpg,1.4,"48 km N of Valdez, Alaska",1487615326448,1560871887644,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cnalpg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cnalpg&format=geojson,,,,,reviewed,0,30,ak,0172cnalpg,",ak15315987,ak0172cnalpg,",",ak,ak,",",associate,origin,phase-data,",,,0.46,,ml,earthquake,"M 1.4 - 48 km N of Valdez, Alaska",Point,"[-146.2119, 61.5579, 35.3]"
2096,Feature,us100085zm,4.3,"242 km ESE of Kuril’sk, Russia",1487615286620,1494983974040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100085zm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100085zm&format=geojson,,,,,reviewed,0,284,us,100085zm,",us100085zm,",",us,",",origin,phase-data,",,5.934,0.52,216.0,mb,earthquake,"M 4.3 - 242 km ESE of Kuril’sk, Russia",Point,"[150.8392, 44.6586, 22.28]"
2097,Feature,us20008kxw,4.2,"22 km SW of Santiago Tepextla, Mexico",1487614746940,1494983974040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kxw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kxw&format=geojson,1.0,1.0,,,reviewed,0,271,us,20008kxw,",us20008kxw,",",us,",",dyfi,origin,phase-data,",,0.502,1.06,208.0,mb,earthquake,"M 4.2 - 22 km SW of Santiago Tepextla, Mexico",Point,"[-98.6178, 16.2161, 23.9]"
2098,Feature,ci37586407,1.38,"7km SSE of Home Gardens, CA",1487614573800,1494958855751,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37586407,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37586407&format=geojson,,,,,reviewed,0,29,ci,37586407,",ci37586407,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.03203,0.21,70.0,ml,quarry blast,"M 1.4 Quarry Blast - 7km SSE of Home Gardens, CA",Point,"[-117.4831667, 33.8215, -0.66]"
2099,Feature,ak0172cn4s8e,2.4,"118 km S of False Pass, Alaska",1487613691660,1560871887173,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cn4s8e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cn4s8e&format=geojson,,,,,reviewed,0,89,ak,0172cn4s8e,",ak15434425,ak0172cn4s8e,",",ak,ak,",",associate,origin,phase-data,",,,0.41,,ml,earthquake,"M 2.4 - 118 km S of False Pass, Alaska",Point,"[-163.2148, 53.7933, 7.9]"
2100,Feature,ak0172cn4mkx,1.8,"71 km S of Akutan, Alaska",1487613658411,1560871886750,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cn4mkx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cn4mkx&format=geojson,,,,,reviewed,0,50,ak,0172cn4mkx,",ak15434424,ak0172cn4mkx,",",ak,ak,",",associate,origin,phase-data,",,,0.25,,ml,earthquake,"M 1.8 - 71 km S of Akutan, Alaska",Point,"[-165.5933, 53.5043, 29.6]"
2101,Feature,ak0172cmvccj,2.1,"30 km SSE of Rampart, Alaska",1487613446756,1560871886260,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cmvccj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cmvccj&format=geojson,,,,,reviewed,0,68,ak,0172cmvccj,",ak15448237,ak0172cmvccj,",",ak,ak,",",associate,origin,phase-data,",,,0.36,,ml,earthquake,"M 2.1 - 30 km SSE of Rampart, Alaska",Point,"[-149.9759, 65.2484, 10]"
2102,Feature,ak0172cmv3bz,3.6,"30 km WNW of Minto, Alaska",1487613369911,1560871885830,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cmv3bz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cmv3bz&format=geojson,11.0,3.9,4.56,,reviewed,0,204,ak,0172cmv3bz,",ak15315292,us20008kwv,ak0172cmv3bz,",",ak,us,ak,",",associate,dyfi,origin,phase-data,shakemap,",,,0.8,,ml,earthquake,"M 3.6 - 30 km WNW of Minto, Alaska",Point,"[-149.9625, 65.2396, 18.1]"
2103,Feature,nc72765936,1.01,"4 km WNW of Cobb, California",1487612264710,1487613181625,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765936&format=geojson,,,,,automatic,0,16,nc,72765936,",nc72765936,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01332,0.13,226.0,md,earthquake,"M 1.0 - 4 km WNW of Cobb, California",Point,"[-122.7771683, 38.8348351, -0.74]"
2104,Feature,ak0172cmprpj,1.3,"101 km ESE of Alcan Border, Alaska",1487611886472,1560871885360,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cmprpj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cmprpj&format=geojson,,,,,reviewed,0,26,ak,0172cmprpj,",ak15315290,ak0172cmprpj,",",ak,ak,",",associate,origin,phase-data,",,,0.42,,ml,earthquake,"M 1.3 - 101 km ESE of Alcan Border, Alaska",Point,"[-139.2379, 62.4057, 6.5]"
2105,Feature,ak0172cmnh8u,0.3,"29 km W of Ester, Alaska",1487611257744,1560871884931,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cmnh8u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cmnh8u&format=geojson,,,,,reviewed,0,1,ak,0172cmnh8u,",ak15318092,ak0172cmnh8u,",",ak,ak,",",associate,origin,phase-data,",,,0.53,,ml,earthquake,"M 0.3 - 29 km W of Ester, Alaska",Point,"[-148.6431, 64.8441, 15.8]"
2106,Feature,ak0172cmn75j,2.0,"50 km NW of Elfin Cove, Alaska",1487611166950,1560871884489,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cmn75j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cmn75j&format=geojson,,,,,reviewed,0,62,ak,0172cmn75j,",ak15315286,ak0172cmn75j,",",ak,ak,",",associate,origin,phase-data,",,,0.58,,ml,earthquake,"M 2.0 - 50 km NW of Elfin Cove, Alaska",Point,"[-136.9639, 58.5058, 5.3]"
2107,Feature,hv61614231,1.38,"26 km E of Honaunau-Napoopoo, Hawaii",1487610782840,1594069329940,,https://earthquake.usgs.gov/earthquakes/eventpage/hv61614231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv61614231&format=geojson,,,,,reviewed,0,29,hv,61614231,",hv61614231,",",hv,",",origin,phase-data,",21.0,,0.18,80.0,md,earthquake,"M 1.4 - 26 km E of Honaunau-Napoopoo, Hawaii",Point,"[-155.6173333, 19.4168333, -0.574]"
2108,Feature,ak0172cmjtw7,1.8,"57 km ESE of Egegik, Alaska",1487610235436,1560871884066,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cmjtw7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cmjtw7&format=geojson,,,,,reviewed,0,50,ak,0172cmjtw7,",ak15434419,ak0172cmjtw7,",",ak,ak,",",associate,origin,phase-data,",,,0.36,,ml,earthquake,"M 1.8 - 57 km ESE of Egegik, Alaska",Point,"[-156.4768, 58.0051, 153.1]"
2109,Feature,nc72765926,0.1,"5 km NW of Parkfield, California",1487609983750,1487802967081,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765926&format=geojson,,,,,reviewed,0,0,nc,72765926,",nc72765926,",",nc,",",nearby-cities,origin,phase-data,",6.0,0.0324,0.03,195.0,md,earthquake,"M 0.1 - 5 km NW of Parkfield, California",Point,"[-120.4748333, 35.9301667, 3.91]"
2110,Feature,nn00579293,0.9,"42 km WNW of Rachel, Nevada",1487609775240,1530555980222,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00579293,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00579293&format=geojson,,,,,reviewed,0,12,nn,00579293,",nn00579293,",",nn,",",origin,phase-data,",9.0,0.614,0.1581,187.57,ml,earthquake,"M 0.9 - 42 km WNW of Rachel, Nevada",Point,"[-116.1702, 37.8179, 0]"
2111,Feature,ak0172cm93cr,1.9,"93 km SE of King Cove, Alaska",1487609625870,1560871883616,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cm93cr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cm93cr&format=geojson,,,,,reviewed,0,56,ak,0172cm93cr,",ak15434418,ak0172cm93cr,",",ak,ak,",",associate,origin,phase-data,",,,1.13,,ml,earthquake,"M 1.9 - 93 km SE of King Cove, Alaska",Point,"[-161.4946, 54.3658, 1.1]"
2112,Feature,ak0172cm5mqd,1.4,"43 km W of Kalifornsky, Alaska",1487608650771,1560871883132,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cm5mqd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cm5mqd&format=geojson,,,,,reviewed,0,30,ak,0172cm5mqd,",ak15315284,ak0172cm5mqd,",",ak,ak,",",associate,origin,phase-data,",,,0.23,,ml,earthquake,"M 1.4 - 43 km W of Kalifornsky, Alaska",Point,"[-152.07, 60.4848, 78.2]"
2113,Feature,ci37586399,0.26,"21km SSW of La Quinta, CA",1487608641300,1487712139276,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37586399,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37586399&format=geojson,,,,,reviewed,0,1,ci,37586399,",ci37586399,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.09757,0.09,143.0,ml,earthquake,"M 0.3 - 21km SSW of La Quinta, CA",Point,"[-116.4308333, 33.5071667, 12.72]"
2114,Feature,ci37586391,0.26,"21km SSW of La Quinta, CA",1487608598740,1487708998026,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37586391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37586391&format=geojson,,,,,reviewed,0,1,ci,37586391,",ci37586391,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.1114,0.1,140.0,ml,earthquake,"M 0.3 - 21km SSW of La Quinta, CA",Point,"[-116.425, 33.503, 13.27]"
2115,Feature,us100085zi,4.7,north of Ascension Island,1487607972230,1494983973040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100085zi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100085zi&format=geojson,,,,,reviewed,0,340,us,100085zi,",us100085zi,",",us,",",origin,phase-data,",,11.712,1.14,71.0,mb,earthquake,M 4.7 - north of Ascension Island,Point,"[-12.3443, -2.4073, 10]"
2116,Feature,ak0172cm327h,1.0,"103 km ESE of Alcan Border, Alaska",1487607931657,1560871882733,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cm327h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cm327h&format=geojson,,,,,reviewed,0,15,ak,0172cm327h,",ak15315279,ak0172cm327h,",",ak,ak,",",associate,origin,phase-data,",,,0.58,,ml,earthquake,"M 1.0 - 103 km ESE of Alcan Border, Alaska",Point,"[-139.1955, 62.4173, 9.8]"
2117,Feature,mb80199994,0.36,"4 km SE of Boulder, Montana",1487607751210,1487703813690,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80199994,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80199994&format=geojson,,,,,reviewed,0,2,mb,80199994,",mb80199994,",",mb,",",origin,phase-data,",7.0,0.397,0.05,96.0,md,earthquake,"M 0.4 - 4 km SE of Boulder, Montana",Point,"[-112.0726667, 46.2105, 5.98]"
2118,Feature,nc72765916,0.76,"9 km W of Cobb, California",1487607664770,1487975583137,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765916&format=geojson,,,,,reviewed,0,9,nc,72765916,",nc72765916,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.0139,0.04,158.0,md,earthquake,"M 0.8 - 9 km W of Cobb, California",Point,"[-122.8336667, 38.837, 3.64]"
2119,Feature,us20008kwr,3.7,"105 km ESE of Alcan Border, Alaska",1487607460040,1560871882293,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kwr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kwr&format=geojson,1.0,2.0,,,reviewed,0,211,us,20008kwr,",ak15315263,us20008kwr,ak0172cm1d2k,",",ak,us,ak,",",associate,dyfi,impact-text,origin,phase-data,",,1.085,0.64,28.0,mb,earthquake,"M 3.7 - 105 km ESE of Alcan Border, Alaska",Point,"[-139.1223, 62.4693, 14.31]"
2120,Feature,nn00579291,0.3,"8 km NW of Caliente, Nevada",1487606165874,1530555979511,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00579291,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00579291&format=geojson,,,,,reviewed,0,1,nn,00579291,",nn00579291,",",nn,",",origin,phase-data,",5.0,0.277,0.1166,123.99,ml,earthquake,"M 0.3 - 8 km NW of Caliente, Nevada",Point,"[-114.5729, 37.6776, 4.7]"
2121,Feature,ak15434414,1.5,"33 km SSE of Kaktovik, Alaska",1487605821923,1488584533336,,https://earthquake.usgs.gov/earthquakes/eventpage/ak15434414,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak15434414&format=geojson,,,,,reviewed,0,35,ak,15434414,",ak15434414,",",ak,",",origin,phase-data,",,,0.99,,ml,other event,"M 1.5 Other Event - 33 km SSE of Kaktovik, Alaska",Point,"[-143.4388, 69.8372, 56]"
2122,Feature,nn00579292,0.5,"9 km NW of Caliente, Nevada",1487605355052,1530555979595,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00579292,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00579292&format=geojson,,,,,reviewed,0,4,nn,00579292,",nn00579292,",",nn,",",origin,phase-data,",5.0,0.277,0.1579,123.69,ml,earthquake,"M 0.5 - 9 km NW of Caliente, Nevada",Point,"[-114.5761, 37.6786, 1.9]"
2123,Feature,ak0172cljbmj,0.9,"4 km N of Big Lake, Alaska",1487604802511,1560871881822,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cljbmj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cljbmj&format=geojson,,,,,reviewed,0,12,ak,0172cljbmj,",ak15434413,ak0172cljbmj,",",ak,ak,",",associate,origin,phase-data,",,,0.47,,ml,earthquake,"M 0.9 - 4 km N of Big Lake, Alaska",Point,"[-149.9679, 61.5639, 47]"
2124,Feature,ci37586383,1.12,"6km NNE of Sunland, CA",1487604193480,1494958755011,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37586383,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37586383&format=geojson,,,,,reviewed,0,19,ci,37586383,",ci37586383,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.06692,0.16,100.0,ml,earthquake,"M 1.1 - 6km NNE of Sunland, CA",Point,"[-118.2886667, 34.3091667, 13.19]"
2125,Feature,us20008kwg,5.0,"162 km ESE of Kokopo, Papua New Guinea",1487602746780,1494983973040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kwg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kwg&format=geojson,,,,,reviewed,0,385,us,20008kwg,",us20008kwg,",",us,",",origin,phase-data,",,1.627,0.6,99.0,mb,earthquake,"M 5.0 - 162 km ESE of Kokopo, Papua New Guinea",Point,"[153.579, -5.0078, 56.88]"
2126,Feature,us100085ze,4.1,"275 km SSE of Katsuura, Japan",1487602509860,1494983973040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100085ze,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100085ze&format=geojson,,,,,reviewed,0,259,us,100085ze,",us100085ze,",",us,",",origin,phase-data,",,1.475,0.28,254.0,mb,earthquake,"M 4.1 - 275 km SSE of Katsuura, Japan",Point,"[141.5465, 32.8791, 39.83]"
2127,Feature,ci37586367,1.47,"30km N of Yucca Valley, CA",1487602306120,1494959387351,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37586367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37586367&format=geojson,,,,,reviewed,0,33,ci,37586367,",ci37586367,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.1141,0.21,75.0,ml,earthquake,"M 1.5 - 30km N of Yucca Valley, CA",Point,"[-116.4561667, 34.3881667, 7.06]"
2128,Feature,nn00579275,1.2,"30 km SW of Hawthorne, Nevada",1487601896863,1530555981165,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00579275,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00579275&format=geojson,,,,,reviewed,0,22,nn,00579275,",nn00579275,",",nn,",",origin,phase-data,",10.0,0.019,0.155,123.68,ml,earthquake,"M 1.2 - 30 km SW of Hawthorne, Nevada",Point,"[-118.9118, 38.3695, 8]"
2129,Feature,ak0172cl08a3,1.8,"67 km NNE of Petersville, Alaska",1487601854511,1560871881362,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172cl08a3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172cl08a3&format=geojson,,,,,reviewed,0,50,ak,0172cl08a3,",ak15313942,ak0172cl08a3,",",ak,ak,",",associate,origin,phase-data,",,,0.37,,ml,earthquake,"M 1.8 - 67 km NNE of Petersville, Alaska",Point,"[-150.3678, 63.0762, 101.6]"
2130,Feature,ak0172ckxwlm,0.6,"28 km N of Four Mile Road, Alaska",1487601210029,1560871880918,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172ckxwlm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172ckxwlm&format=geojson,,,,,reviewed,0,6,ak,0172ckxwlm,",ak15313940,ak0172ckxwlm,",",ak,ak,",",associate,origin,phase-data,",,,0.57,,ml,earthquake,"M 0.6 - 28 km N of Four Mile Road, Alaska",Point,"[-149.1197, 64.8593, 19.4]"
2131,Feature,nn00579272,1.0,"29 km WSW of Hawthorne, Nevada",1487600776551,1530555981070,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00579272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00579272&format=geojson,,,,,reviewed,0,15,nn,00579272,",nn00579272,",",nn,",",origin,phase-data,",9.0,0.054,0.075,127.04,ml,earthquake,"M 1.0 - 29 km WSW of Hawthorne, Nevada",Point,"[-118.9232, 38.4056, 10.2]"
2132,Feature,nc72765911,2.27,"4 km WNW of Parkfield, California",1487600463600,1487821442282,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765911&format=geojson,,,,,reviewed,0,79,nc,72765911,",nc72765911,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.03424,0.05,73.0,md,earthquake,"M 2.3 - 4 km WNW of Parkfield, California",Point,"[-120.474, 35.9218333, 4.9]"
2133,Feature,nc72765906,1.29,"10 km WSW of Aspen Springs, California",1487600107360,1487718663514,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72765906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72765906&format=geojson,,,,,reviewed,0,26,nc,72765906,",nc72765906,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.06525,0.04,114.0,md,earthquake,"M 1.3 - 10 km WSW of Aspen Springs, California",Point,"[-118.8208333, 37.525, 3.73]"
2134,Feature,ak0172ckqrv9,2.3,"72 km SSE of King Cove, Alaska",1487599202771,1560871880515,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172ckqrv9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172ckqrv9&format=geojson,,,,,reviewed,0,81,ak,0172ckqrv9,",ak15313939,ak0172ckqrv9,",",ak,ak,",",associate,origin,phase-data,",,,0.56,,ml,earthquake,"M 2.3 - 72 km SSE of King Cove, Alaska",Point,"[-161.6887, 54.5155, 16.6]"
2135,Feature,us20008kwd,2.6,"3 km W of Cushing, Oklahoma",1487598780300,1494983973040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kwd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kwd&format=geojson,1.0,2.0,,,reviewed,0,104,us,20008kwd,",us20008kwd,",",us,",",dyfi,origin,phase-data,",,,0.34,32.0,ml,earthquake,"M 2.6 - 3 km W of Cushing, Oklahoma",Point,"[-96.8065, 35.9907, 4.367]"
2136,Feature,ak0172ckg5zb,1.3,"15 km S of Fox River, Alaska",1487598653515,1560871880012,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172ckg5zb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172ckg5zb&format=geojson,,,,,reviewed,0,26,ak,0172ckg5zb,",ak15434409,ak0172ckg5zb,",",ak,ak,",",associate,origin,phase-data,",,,0.32,,ml,earthquake,"M 1.3 - 15 km S of Fox River, Alaska",Point,"[-150.9512, 59.7158, 47.2]"
2137,Feature,us100085zd,4.2,Kermadec Islands region,1487598569220,1494983973040,,https://earthquake.usgs.gov/earthquakes/eventpage/us100085zd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100085zd&format=geojson,,,,,reviewed,0,271,us,100085zd,",us100085zd,",",us,",",origin,phase-data,",,6.45,0.55,145.0,mb,earthquake,M 4.2 - Kermadec Islands region,Point,"[-179.5055, -31.3543, 211.87]"
2138,Feature,ak0172ckf30y,1.3,"47 km WNW of Ninilchik, Alaska",1487598348661,1560871879556,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0172ckf30y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0172ckf30y&format=geojson,,,,,reviewed,0,26,ak,0172ckf30y,",ak15434408,ak0172ckf30y,",",ak,ak,",",associate,origin,phase-data,",,,0.37,,ml,earthquake,"M 1.3 - 47 km WNW of Ninilchik, Alaska",Point,"[-152.3984, 60.2639, 82.6]"
